song,artist
Das Lied von der Erde (Arr. for Voice & Chamber Ensemble): V. Der Trunkene im Frühling (The Drunkard in Spring),"Arnold Schoenberg, Gustav Mahler, Charles Reid, Attacca Quartet, Virginia Arts Festival Chamber Players, Joann Falletta"
Flores de Lexington,"Los Cenzontles, Atilano Lopez Patricio"
The End,Christina Marie Magenta
Ikaro del Sanango,Don Guillermo
Aztlan,Amenoské
Drug Luv,"Andre Nickatina, Mac Dre"
Conception - Master take,Gigi Gryce - Clifford Brown Sextet
More Tragedies,Neil Hamburger
Kunbia Sol Minor-en,Joxe Ripiau
Fog of War,"Gordy Haab, Brian Trifon, Brian Lee White"
Bizness Man,Rich Tycoon
Two Pieces For Two Pianos: II,"Morton Feldman, Edwin Hymovitz, David Tudor"
Who Turned Out the Lights?,Laith Al-Saadi
Loneliness Moved In,Bartley Brothers
Santa Claus Is Coming to Town,Michael Bublé
Da Do Ron Ron (Live),Crash Test Dummies
Tishbite,"Cocteau Twins, Robin Guthrie, Elizabeth Fraser, Simon Raymonde"
Moon River,Dump
Under The Lemon Tree,Eddie Florano
Freakshow,Ani DiFranco
Kim’s Song,Rocky Fretz
Morning Blue,Amina Figarova
Do Virgins Taste Better Medley,Brobdingnagian Bards
Stand Up for Our Side,Novillero
Freddy The Falcon,Joe Crookston
Faults,Sounds Like The End Of The World
"The Journey [from ""The Journey,"" 2000]",Isadar
This Town Is Not My Home,Udo Jürgens
Rockin - Poppin Full Tilting - Part I,Lee Alfred
Up the Street,"Robert G. Morse, Arthur Fiedler"
Healing Prayer,"""Dan Gibsons Solitudes"""
You Stand Accused,Cuttlass
Orf,Living Legends
Time Heals - Decoding Jesus Mix,"Todd Rundgren, Decoding Jesus"
Voices II,Chihei Hatakeyama
Poison,MC5
Ангел,Alsou
Beautiful Liar - Remix,"Beyoncé, Shakira, Visitante"
"Quintet No. 3 in G Major, Op. 88: Quintet No. 3 in G Major, Op. 88: III. Menuetto. Allegro vivo","Antoine Reicha, Thalia Ensemble"
What Can I Do,"8Ball, MJG"
A Surrealist Life,Subtitle
No Know,Mike Crinella
Boo Woo,Harry James & the Boogie Woogie Trio
"La Traviata: Act I: E strano, è strano!; Ah, fors è lui","Giuseppe Verdi, Fernando Previtali, Rome Opera Orchestra"
Why Wyatt,Justin Johnson
"Trio Sonata in G Major, BWV 1039: II. Allegro ma non presto","Johann Sebastian Bach, Petri Alanko, Hanna Juutilainen, Anssi Mattila"
Post Apocalyptic Lawsuit,Gaytheist
Couldn't Stop It,11 Acorn Lane
Come to Me,Aretha Franklin
"They Want My Blood (feat. Casanova2X, Mozzy, Joe Moses & Shoota) - Remix","DJ Kay Slay, Casanova2X, Mozzy, Joe Moses, Shoota"
Dope Boy Bars (feat. Bobby Fishscale),"Mook Boy, Bobby Fishscale"
"Aida: Act II: Scene 2: O re, pei sacri numi","Giuseppe Verdi, Erich Leinsdorf, London Symphony Orchestra"
The Saviors,Urban Legends
There Used to Be a Ballpark,Tim McCarver
Separate/Together,A Tribe Called Quest
Hieroglyphics,"M.Chat, Joe Roq"
"Allein zu dir, Herr Jesu Christ","Johannes Praetorius, Friedhelm Flamme"
For the Love of You,Peter White
Bloom,Throttle
Movement V: Neuköln,"Philip Glass, Dennis Russell Davies, Sinfonieorchester Basel"
Flash Gordon Style,Robert Pollard
Brain Damage / Eclipse (Live),Mary Fahl
He's Got You,Ricky Van Shelton
Don't Fight It (Feel It),Elvin Bishop
"2 Konzertstucke, Op. 20: No. 2. Mazurka: Animato","Camillo Schumann, Maria Kliegel, Francesco Piemontesi"
Apocalypse,Walking Corpse Syndrome
I'll Deserve Just That - BBC Live Version,Touché Amoré
Lay Your Weight,Storyman
Sebastian,Water Bear
"Bunte Blätter, Op. 99: No. 2 (1839)","Robert Schumann, Arcadi Volodos"
Multiphonic,"DJ Spooky, Rob Swift"
Blue Christmas,Chris Isaak
Ray Gun,"Shwabadi, Connor Quest!"
You Ain't Built for These Streets,"Daforce, Div 1"
Dancing in the Moonlight,Toploader
Everything's Alright,"Claire Moore, Paul Nicholas, Keith Burns, Jesus Christ Superstar Ensemble (1992)"
Here I Am (Come And Take Me),Michael Jerome Browne
The Downfall Of Paris,Murphy Brothers Harp Band
Goin Back,Brian Kennedy
Ave Maria,Marie-Élaine Thibert
So Long Arizona,"Peter McLaughlin, Chris Brashear"
"Sonata # 13 in E-flat major, Op. 27 No. 1 “Quasi una fantasia"":","Ludwig van Beethoven, Stewart Goodyear"
Here We Are,Gloria Estefan
Coventry Carol,Maggie Sansone
How Long?,Frank Morrison-Henderson
Driftin',Shakatak
Cloud Cover Part 1,Slow Six
Lifestyle,Young Ea$y
"Er kam, lobsingt ihm, TWV 1:462: VI. Wenn dann die Stern' erbleicht stehen","Georg Philipp Telemann, Rheinische Kantorei, Das Kleine Konzert, Hermann Max"
"King Arthur, Z. 628 (Excerpts): Overture I","Henry Purcell, Academy of St. Martin in the Fields, Sir Neville Marriner"
Mean Chey,Dub Addiction
Goodbye Pork Pie Hat,Charles Mingus Jazz Workshop
Ocean Floor,Cody Lee
Aria - Cantilena from Bachiana brasileira No. 5,"Heitor Villa-Lobos, Bidu Sayão"
When Darkness Caught Your Soul,"""Marians Joy"""
The Human Nature,Borknagar
Harp Concerto,"Lei Liang, June Han, Jeffrey Milarsky"
Doctor Jazz,"Harry Connick, Jr."
I Missed - Single Version,Surface
Pi,Mental Overdrive
Deva C,"Robin Guthrie, Harold Budd"
Too Hot,Bill Perry
"Trio Sonata in C Major, DürG 13: IV. Gigue","Johann Gottlieb Goldberg, Jorg-Michael Schwarz, Karen Marie Marmer, John Moran, Dongsok Shin"
"Oedipus Rex: Aria: Nonn' erubescite, reges (Are you not at all embarrassed, princes)","Igor Stravinsky, Ewa Podles, Spiritual Revival Choir of Russia, Russian Philharmonia, Constantine Orbelian"
Throw It Up,Kinski
Eating the Universe,Condominium
Honest.,JoJo
Gossamer Silk,Pauline Anna Strom
Opus 36,Cthulhu Rise
APT. 2A,"""N.Y. Housen Authority"""
Shake,"""Blauze"", Corleon Muzic Thomas"
Good Bait,Dizzy Gillespie
Dancing and Blood,Low
Wicked Smile - Studio-X Hard Dance Remix,Essence Of Mind
I Heard The Bells,Steve Bell
Always Be Your Guide,Lisa Haley
Let Your Heart Hold Fast,Fort Atlantic
Cavalleria rusticana: Act I: Il cavallo scalpita,"Pietro Mascagni, Pablo Elvira, James Levine"
Till U Come Back 2 Me,Jeffrey Osborne
Do You Hear What I Hear,"Elmo, ""Rosie ODonnell"""
Choro No. 20,David Chesky
"Shout Hallelujah, Cause I'm Home",The Rhyhmic Eight
Guitar Night Melody,Xlarve
"Rückert Lieder: No. 4, Um Mitternacht","Gustav Mahler, Leonard Bernstein, Dietrich Fischer-Dieskau"
Harpoon,Michael Gatewood
El Salón Mexico,"Aaron Copland, Arthur Fiedler"
Now I'm Home (Splash 1),13th Floor Elevators
Prophesied,Systemhouse33
"The Swan of Tuonela, Op. 22, No. 3 (From ""Lemminkäinen Suite"")","Jean Sibelius, Esa-Pekka Salonen"
They Burned Our Paintings,Western Addiction
Bail,Alex Arrowsmith
"If I Were A Bell - Live at the Black Hawk, San Francisco, CA - April 22, 1961",Miles Davis
The Midnight Circus,Audiomachine
New Transmission,Project 86
Love and Happiness,Wendy Matthews
La sonnambula: Act I Scene 1: Cavatina - Tutto e gioia (Lisa),"Vincenzo Bellini, ""Francesco Ellero d Artegna"", Nanco de Vries, Dilber, Raul Gimenez, Ioan Micu, Luba Orgonasova, Alexandra Papadjiakou, Netherlands Radio Choir, Netherlands Radio Chamber Orchestra, Alberto Zedda"
theunion,Vices I Admire
Achin' to Be - Matt Wallace Mix,The Replacements
Take Me to My Leader,Adam Franklin & Bolts of Melody
"Messiah, Pt. 1: Messiah, Pt. 1: 21. Recit ""Then Shall the Eyes of the Blind""","George Frideric Handel, Dunedin Consort, John Butt, Clare Wilkinson"
Charisma,Disasteradio
A Woman Like You,Thomas Howard Lichtenstein
Truffle Shuffle,Nightlights
"Mass No. 11 in D Minor, Hob.XXII:11, ""Nelsonmesse"", ""Imperial Mass"", ""Coronation Mass"": Benedictus: Benedictus qui venit","Franz Joseph Haydn, Viktoria Loukianetz, Gabriele Sima, Kurt Azesberger, Robert Holzer, Hungarian Radio Chorus, Nicolaus Esterhazy Sinfonia, Béla Drahos"
Damn Money - Radio Edit,Craig Horton
Thanks to You,Bill Anderson
Berceuse,"Frank Bridge, Penelope Lynex, Alexander Wells"
Wake the Hero,Barnaby Bright
The Barons: Baron Samedi's Sarabande (and Soft Shoe),"Donald Grantham, North Texas Wind Symphony, Eugene Migliaro Corporon"
Stereo - HarDrum Version,Sergey Lazarev
Only a Dream,Certain General
Light,Thomas-Adam Habuda
Pictures at an Exhibition: Promenade I,"Modest Mussorgsky, Leonard Bernstein, New York Philharmonic"
Anguish,Sleep
With the One I Love,The Hi-Risers
Hand Me Down,Cry Of Love
What Crime Is It? - Vocal,Victor Wooten
My Chair,Meredith Brooks
Baby Don't Miss Me,Bad Boys Blue
Where the Rio De Rosa Flows,Carl Perkins
Closer to Colder,Tabah
Ocean Surf with Distant Thunder,Rest & Relax Nature Sounds Artists
Three Hungarian Dances: Moderato assai e molto espressivo,"Zoltán Kodály, Huijnen & Grotenhuis, Marieke Grotenhuis, Cécile Huijnen"
Songbird,Lindsay May
+1 (feat. Sam White) - Format: B Remix,"Martin Solveig, SAM WHITE, Format:B"
Bir Kadın Çizeceksin,maNga
Buzz And Howl,"Jon Harnish, Mark Rushton"
Almighty God Has Those Angels,"Danielle Talamantes, Henry Dehlinger"
Hammerhead,James Everingham
The Chauffeur,Deftones
The Heyser Bulgar,"Traditional Jewish Tune, Gilles Apap & The Colors Of Invention"
Rainbow Child (Little Pas) - Remastered,Angela Bofill
Tonight I Give In,Angela Bofill
Hafez,Amirashkan Gholami
"9 Mazurkas, Op. 25: No. 8 in B Major: Allegretto","Alexander Scriabin, Eric Le Van"
Hope - KGproject Radio Edit Remix,"""PsyAviah"", Addie Nicole, KG Project"
Alma Mater,Ali Primera
Running,Minor
It Was 1982,The Chrysler
Brown-Eyed Women,Aloysius Scrimshaw
WYS,Yanga Chief
Rain On Us,"The New Life Community Choir, John P. Kee"
Don't Be Cruel,Elvis Presley
Blood of the Templars - 2017 remaster,Dark Fortress
A John Field Suite: I. Polka,"Hamilton Harty, Ulster Orchestra, Bryden Thomson"
Fading Softly,Colt
Wishing Well,Chromatics
Pain I Feel,Spinning Chain
No Fare,Venter
"Nel dolce dell'oblio, HWV 134, ""Pensieri notturni di Filli"": Nel dolce dell'oblio","George Frideric Handel, Julianne Baird, Philomel Baroque Orchestra"
Red Rain,The Lost Children of Babylon
Headin' South,Radoslav Lorkovic
Wide Awake - The 119 Show - Live in London,Lacuna Coil
"Seven Curses - Live at Town Hall, New York, NY - April 1963",Bob Dylan
Laroux,Angelzero
Coryza I,nebulo
Let's Get Away,Jungle Brothers
Mehsoos (Feel),Vishal Vaid
That First Guitar of Mine,Alvis Wayne
Swervo,"G Herbo, Southside"
What If I Forget the Champagne,Stanley Clarke
Find Your Way,Cold World
The Last Soul,Laura Platt
Sunrise Sunset,Honeyroot
Prana Ferox,The Mountain Goats
Nhamo Yedu (Vital Signs),Vee Mukarati
Wendigo,Panthera Krause
The Deep & The Dark,Visions of Atlantis
Could This Be Love,Robyn Hayle
Cage,Die Happy
Mad World,Louis Durra
Droppin' (Live),Pomeroy
Immunity Vector,Tourniquet
It Will Rain (feat. Jake Coco),"Caitlin Hart, Jake Coco"
Kongeslageren (Royal Hit),"Harald Sæverud, Einar Steen-Nøkleberg"
Goin' Dancin',Downchild
St. Paul's Suite Op. 29/2: Ostinato,"Gustav Holst, Ross Pople"
"If I Am, Who You Are",Wayne Escoffery
Summer Breeze,Christian Williams
"Tick, Tick, Tick",24-7 Spyz
Good or Bad,Tarsavena
Supreme Surrender,Lacrimas Profundere
Summoning the Faithless,Lord Dying
Elegy (Version for Viola & String Orchestra),"Amanda Harberg, Brett Deubner, Southern Arizona Symphony Orchestra, Linus Lerner"
Emily Carr,The Wheat Pool
Under A Blanket Of Blue,"Kai Hoffman, Ray Gelato"
Medina Sod,Your Black Star
The Hustler - Live,Ben Paterson
Miles To Go Before I Sleep,Windows
Stay Here,Omnimotion
Summer Breeze,Seals and Crofts
Tunnel,Matmos
Por Ella,El Gran Combo De Puerto Rico
Merry-Go-Round,Matt Skiba
Riviera Rendezvous,Ursula 1000
Dreamer,Karnataka
Brainwashed,Ordinary Peoples
Whole Lotta Rosie - Live - 1991,AC/DC
Nicotine & Gravy,"""Pickin On Series"""
Yekey Tenge,Manu Dibango
Fire - From Watch And Pray,"Alpha, Omega"
All in All,Warren Sylvester
Dreams,Solange
Y Must I,South Park Mexican
"Chamber Concerto No. 2, Op. 20: IV . FInale: Allegro molto","Vagn Holmboe, Mikkel Futtrup, Eva Ostergaard, Danish Radio Sinfonietta, Hannu Koivula"
The Voyeurs,Noir
Untitled 1,Ulaan Khol
The Pig,Brand New Sin
"Making, Making, Someday Made",Susie Fitzgerald
Voodoo Spell,"Tommy Castro, Michael Burks"
Cyah Cut None,Prophet Benjamin
Yellow Dog Blues,Cary Morin
Prelude,Lou Harrison
Bad Call,Jim Langabeer
All I Have,Beth Nielsen Chapman
Suite For Violin With String Orchestra: Estampie,Michael Boriskin
Getaway,Monica
3 Time Felon,Lil Keke
Fast Lane,Wordsworth
Meltdown,Lisa Hilton
"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: I. Allegro","Ludwig van Beethoven, Jean-Efflam Bavouzet"
Gotta Go Somewhere Else,The Blackouts
All Is Right With the World,The Yard Dogs
Under My Skin,Better Left Unsaid
Klanghalle - Four Notes,Wolfgang Lackerschmid
Face to Face,All Together Separate
You Are Everything,Kirk Whalum
Micongo Nanga,Bwiti
Trainwrecks And Robberies,Ksenia Mack
From the Center,Ted Piltzecker
Are You Ready to Learn,Andre Thierry & Zydeco Magic
Whispers in the Wind,Curtis Macdonald
Mydonna - Alternate Cut (Mixed),COEO
Pattern1,Noise Unit
I'll Sing,Kiersten Venezia
Dark Skin (feat. Black Violin),"KB, Black Violin"
Football Song,"Greta Gertler, Peccadillo"
ET Version,Prince Far I
You Can't Depend on the Press,Howard Zinn
Black Book Of Fear,Mad Season
WW II Aircraft (Reno Air Races),David Ranada
"String Quartet No. 5 in A Major, Op. 18, No. 5: I. Allegro","Ludwig van Beethoven, Kodály Quartet"
Mary Katherine Magdalena,Katy Boyd
"Hussite Overture, B. 132, Op. 67","Antonín Dvořák, Polish National Radio Symphony Orchestra, Antoni Wit"
Ensoniq Funk,Chad Valley
Mississippi Saxophone,Dennis Gruenling & Jump Time
Winter Song,Lifeseeker
Make Blues Not War - Live,Mike Zito
Untitled,"Propeller, Mark Spybey of Zoviet France & Dead Voices on Air, Eric Pounder of Lab Report/Pounder"
All Good Gifts,"Lamar Alford, Godspell Ensemble"
Consort Set a 6 in B-Flat Major: Consort Set a 6 in B-Flat Major: I. Fantazy a 6,"William Lawes, Phantasm"
Dark Hollow,Larry Sparks & The Lonesome Ramblers
House Party Crank Call,Baby Bash
"The Human Fall, Pt. II: Wrath of the Fallen",Soul S Chains
Bright White Jackets (Bonus),April Smith and the Great Picture Show
"Keyboard Sonata in E-Flat Major, Op. 41: II. Adagio molto e con anima","Muzio Clementi, Tanya Bannister"
CHKDSK.EXE,MASTER BOOT RECORD
Der Weltkrieg (Live),Helmut Qualtinger
Misguiding Light,Schiller
night chains,"Douglas Knehans, Jeffrey Krieger"
Morph,Denox
Cripple Creek,Fiddlin’ Mut Poston
Holy Matrimony,Ovii
Hoy,Gloria Estefan
Can't Believe,G-Terra
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto agitato","Ludwig van Beethoven, Konstantin Scherbakov"
Among the Dead,Immanifest
Univeral Dawn - Live,"""Erics Trip"""
How You Love Me - Remastered,The Turtles
Do or Die,J Warner
Bizet: The Pearl Fishers: Je crois entendre encore - Act One,"Georges Bizet, Alfredo Kraus"
Oh! fede negar potessi... Quando le sere al placido,"Giuseppe Verdi, Ben Heppner, Roberto Abbado"
Wind Farmer (Piano Version),Bradley Joseph
It's Not A Tumor,Austrian Death Machine
Next Time We Stop Breathing,Goodbye Blue Monday
Soweto Sonata (feat. Kurt Schwitters),"Stephen Emmer, Kurt Schwitters"
Irreparable Trauma,Aetheric
Baby Shark,Richard Cheese
Dog Star,"Dave Douglas, Keystone, Marcus Strickland, Adam Benjamin, Brad Jones, Gene Lake, DJ Olive"
On and On,Stephen Bishop
Honey Bee,PSD Tha Drivah
BOOK (KINDA),NNAMDÏ
Curry Tabanca (arr. for steelband),Neal & Massy Trinidad All Stars
Carolyn At the Broken Wheel Inn,Larry Cordle and Lonesome Standard Time
A Chicken Is A Bird - Studio,Bobby Crown And the Kapers
Crash & Burn,Stranglehold
Dark Tower,Graham Wilkinson
Lapu-Lapu: Conqueror Of A Conqueror,Eddie Florano
SoulMate,Justin Timberlake
Movie Star,Gregory Isaacs
"Come, Now Is The Time",II Guys from Petra
Plage,Crystal Fighters
Luminous - Original Mix,Psymbionic
Summertime,George Benson
Whip A Dog,Fred Eaglesmith
"We Kill the World - 7"" Version",Boney M.
Chimera,Snarqie
"Cello Concertino in G Minor, Op. 132: III. Allegretto (Arr. V. Blok for cello and orchestra)","Sergei Prokofiev, Vladimir Blok, Alexander Rudin, Ukraine National Symphony Orchestra, Theodore Kuchar"
Satisfied,Brobdingnagian Bards
"Piano Sonata No. 13 in E-Flat Major, Op. 27, No. 1: III. Adagio con espressione","Ludwig van Beethoven, Louis Lortie"
Luis Pulido,"Federico Villa, Salvador Villanueva"
"Jesu, Joy of Man's Desiring","""Dan Gibsons Solitudes"""
Juste quelqu'un de bien,Enzo Enzo
"Metal Machine Music, Pt. 3",Lou Reed
Clocks and Watch's (Live),Dublin Soul
Overdrawn Love,Sarah Guthrie
Faith,"Sebastian Mullaert, Eitan Reiter"
Colonel Bogey March,San Diego Pops Orchestra
When I Was Young,blink-182
Die Zeiten sind besser g`worden,Gerhard Bronner
Arkad 909,"Psilodump, Simon Rahm"
Wave As We Run,Sean Watkins
Put Your Dreams Away,Bucky Pizzarelli/John Pizzarelli
Missa Entre vous filles: Agnus Dei,"Orlande de Lassus, Oxford Camerata, Jeremy Summerly"
Time for Revolution,Age Of Evil
Bowery Song,Mark McAdam
Sleepwalk,"""63 Burnout"""
4L,21 Savage
Watching the River Run,Loggins & Messina
"Symphony No. 1 in A-Flat Major, Op. 55: II. Allegro molto","Edward Elgar, Daniel Barenboim, London Philharmonic Orchestra"
Pale Blue Jak,Pale Blue Jak
Retina Scan (feat Copywrite),Coolzey
Keyboard Sonata No. 62 in B-Flat Major: II. Allegretto expressivo,"Antonio Soler, David Schrader"
Get High and Quit,Rat Silo
Kiss Me in the Kitchen,Good Lovelies
Gettin' Grown,CeeLo Green
In One Room,"Dan Romer, Mike Tuccillo"
The Scotchman over the Border / The Tenpenny Bit (Jigs),"Frankie Gavin, Malachy Bourke, Brian Bourke"
"Sun Gazing, Sun Bathing",ConQuest Tony Phillips
Hummingbird Hum,Monty Harper
Ya No Estamos Todos,Reincidentes
Asia Minor,Tom Harrell
Esa No Es Mejor Que Yo,Gisselle
Айсберг,Alla Pugacheva
Sesame Street,Goodie Mob
Merry Gentlemen,"""Dan Gibsons Solitudes"""
The New Message (aka Little T) - Take 1,Art Blakey & The Jazz Messengers
Cosmic Unconsciousness,When Machines Dream
Serpentskirt,"Cocteau Twins, Robin Guthrie, Elizabeth Fraser, Simon Raymonde"
Sailing (from A New Brain),"Norm Lewis, Malcolm Gets"
We Will Not Be Moved,2 Headed Chang
Gayane Suite No. 3: III. Rug Weavers,"Aram Khachaturian, Vancouver Symphony Orchestra, Bramwell Tovey"
Dead Head (Necrofeelya-Up!),The Quintessentials
Purple Sky,Lourds
Multitud,Airbag
Sleigh Ride,Plas Johnson
It Is All True,"Jerry Goldsmith, Hungarian State Symphony Orchestra"
Parasite,Mondträume
Takeoffs and Landings,The Ataris
Why Walk When You Can Run,Paul Weller
Bogoroditse Devo,Octarium
Auld Lang Syne,Donnie Iris and the Cruisers
Vultures,Avsky
Keyboard Sonata No. 33 in G Major,"Antonio Soler, Denis Zhdanov"
Green To Grey,Gavin Creel
James (Live),"Monnette Sudler, Monnette Sudler and Barry Sames"
"Step Up, Run Up",M.C. Mack
Shout Some Loud,American Hitmen
Baby,Basement Revolver
A Sweet Piece of Candy,Noah Peterson
Strobelight,Darin
"String Quartet No. 1 ""10 Preludes"": II. —","Hans Abrahamsen, Arditti Quartet"
Leave Me Alone,Queen Esther
"Flute Sonata No. 272 in F Major, QV 1:93: I. Allegro","Johann Joachim Quantz, Verena Fischer, Klaus-Dieter Brandt, Léon Berben"
Take Your Time,Steve Clarke
I Believe in Love,Haley Dreis
Where Do We Go From Here,Yoko Ono
Wastin' Time,Turpentine Brothers
You That I'm Wantin,Trixie
Being With Me,Potshot
Big City Lover,DJ Krush
O Pavlós Stin Thálasse,"Dorothy Papadakos, Mary Rowell, William Sloat, Yousif Sheronick"
Have You Forgotten,Jenny Owen Youngs
"Turn Blue - Live Aragon Ballroom, Chicago. March 28, 1977",Iggy Pop
My Hobby,Shel Silverstein
Confirmation,Red Rodney
Body Talk,Ratt
Out of My Misery,Libby Koch
The Good Times,Ray Bonneville
Side Piece,Tre Oh Fie
Only One Woman,Alien
"Symphony No. 6, ""Det himmelrivende"" (Heavens Asunder): Variation 5: Coda","Rued Langgaard, Danish National Radio Symphony Orchestra, Neeme Järvi"
Strange Case,Yum Kaax
Don't Poo Poo Me,Cheater Slicks
"Piano Concerto No. 2 in G Minor, Op. 16: II. Scherzo: Vivace","Sergei Prokofiev, Jean-Efflam Bavouzet, BBC Philharmonic, Gianandrea Noseda"
Bonnie Brown Eyes,Chris Lee
[bonus] when we're alone,bsd.u
How Deep Is Your Love - Acoustic Version,"PJ Morton, Alex Isley"
Comet Riders,"""Shamans Harvest"""
Vagabond Inn,Jack Adaptor
Lolo Jose,Coritha
Suite For Violin With String Orchestra: Jahla,Michael Boriskin
What Do You Want From Me,Special Brew
Sanctuary,Callalily
Know Who You Can Trust,Chris Cain
Owls,Ted Kirkpatrick
"Deuxième scherzo in C Minor, Op. 14","Clara Schumann, Mika Sasaki"
Quelle est cette odeur agreable (arr. David Wilcocks),"Sir David Willcocks, Traditional, Tewkesbury Abbey Choir, Andrew Sackett"
